"""What-if"" analysis",,"""Was-wäre-wenn-Analyse""",,,GEN,N,WIN,Standard,,
double quotation marks,,Anführungszeichen,,,GEN,N,WIN,Standard,
Double Underline,,Doppelt unterstrichen,D,,DIA,,WIN,Standard,GuiGuide,
double-click,,doppelklicken,,,GEN,V,WIN,Standard,GuiGuide,
double-density disk,,Double Density-Diskette (DD),,,GEN,,WIN,Standard,Style Guide,A disk created to hold data at twice the density (bits per inch) of previous disks.
double-sided disk,,doppelseitige Diskette,,,GEN,,WIN,Standard,Style Guide,A floppy disk that can hold data on both its top and bottom surfaces.
Down,,Abwärts,B,,DIA,,WIN,Standard,GuiGuide,
DOWN ARROW,,NACH-UNTEN-TASTE,,,KEY,,WIN,Standard,Style Guide,
down scroll arrow,,Bildlaufpfeil abwärts,,,GEN,N,WIN,Standard,GuiGuide,
draft output,,Konzeptausdruck,,,GEN,N,WIN,Standard,Style Guide,
drag,,ziehen,,,GEN,V,WIN,Standard,,
Drag and Drop,,Drag & Drop,,,GEN,N,WIN,Standard,Style Guide,
drive,,Laufwerk,,,GEN,N,WIN,Standard,Style Guide,
drive A,,Laufwerk A:,,,GEN,N,WIN,Standard,Always add the colon to the drive letter.,
drive door,,Laufwerkverriegelung,,,GEN,N,WIN,Standard,Style Guide,
drive icon,,Laufwerksymbol,,,GEN,N,WIN,Standard,GuiGuide,
drive name,,Laufwerkname,,,GEN,,WIN,Standard,,
driver,,Treiber,,,GEN,N,WIN,Standard,,
Drives,,Laufwerke,L,,DIA,,WIN,Standard,GuiGuide,
drop,,ablegen,,,GEN,V,WIN,Standard,,
drop cap,,"Initial, das",,,GEN,N,WIN,Standard,A feature in Word,A large capital letter at the beginnig of a block of text.
drop-down arrow,,Dropdown-Pfeil,,,GEN,N,WIN,Standard,Style Guide,
drop-down combo box,,Dropdown-Kombinationsfeld,,,GEN,N,WIN,Standard,GuiGuide,
drop-down list box,,Dropdown-Listenfeld,,,GEN,N,WIN,Standard,GuiGuide,
drop-down menu,,Dropdown-Menü,,,GEN,N,WIN,Standard,GuiGuide,A type of menu that drops from the menu bar and remains open.
Dynamic Data Exchange (DDE),,Dynamischer Datenaustausch,,,GEN,N,WIN,Standard,Style Guide,
ECMA (European Computer Manufactureres Association),,ECMA,,,GEN,,WIN,Standard,,
ECS (European Comminication Satellite System),,ECS (Europäisches Nachrichtensatelliten-System),,,GEN,,WIN,Standard,,
Edit,,Bearbeiten,B,,MNU,,WIN,Standard,GuiGuide,
EGA (enhanced graphics adapter),,EGA,,,GEN,N,WIN,Standard,,
EIA (Electronics Industries Association),,EIA,,,GEN,,WIN,Standard,,
EIS (executive information system),,EIS,,,GEN,,WIN,Standard,,
EISA (Extended Industry Standard Architecture),,EISA (erweiterte Industriestandard-Architektur),,,GEN,,WIN,Standard,,
electronic mail,,elektronische Post,,,GEN,N,WIN,Standard,,
ellipsis,,Auslassungspunkte,,,GEN,N,WIN,Standard,GuiGuide,
em dash,,Gedankenstrich,,,GEN,N,WIN,Standard,Not used in German; differentiate from en dash in the description.,"A punctuation mark, about the length of an M."
em space,,Em-Abstand,,,GEN,N,WIN,Standard,Used in Word.,
embed,,einbetten,,,GEN,V,WIN,Standard,GuiGuide,
embedded object,,eingebettetes Objekt,,,GEN,,WIN,Standard,GuiGuide,
EMM (expanded memory manager),,EMM (Expansionsspeicher-Manager),,,GEN,,WIN,Standard,,
en dash,,Gedankenstrich,,,GEN,N,WIN,Standard,Style Guide,
END,,ENDE,,,KEY,,WIN,Standard,Style Guide,
end mark,,Endemarke,,,GEN,,WIN,Standard,Used in Word.,
end user; Avoid,,Anwender,,,GEN,,WIN,Standard,"Use ""user"" instead.",
engine,,Engine,,,GEN,,WIN,Standard,Left in Engl. for Fox package,
English term,,German term,HK,,CAT,Type,Env.,Product,Comment,Definition
enter,,eingeben,,,GEN,V,WIN,Standard,Style Guide,
ENTER (Mac keypad),,EINGABETASTE (Zehnertastatur),,,KEY,,WIN,Standard,"Use ""Zehnertastatur"" in parenthesis if you need to distinguish between the ""enter"" key on the key pad and the ""return"" key on the main keyboard.",
ENTER (PC keypad),,EINGABETASTE (Zehnertastatur),,,KEY,,WIN,Standard,"Use ""Zehnertastatur"" in parenthesis if you need to distinguish between the Enter key on the key pad and the Enter key on the main keyboard.",
ENTER (PC),,EINGABETASTE (PC),,,KEY,,WIN,Standard,Style Guide,
entry,,Eintrag,,,GEN,N,WIN,Standard,Style Guide,
entry bar,,Bearbeitungsleiste,,,GEN,N,WIN,Standard,"same as ""formula bar""",The bar below the tool bar that displays the content of a cell or line. Used mainly in spreadsheets.
EPS (encapsulated PostScript),,EPS,,,GEN,,WIN,Standard,,
error,,Fehler,,,GEN,N,WIN,Standard,,
error handling,,Fehlerbehandlung,,,GEN,N,WIN,Standard,,
error message,,Fehlermeldung,,,GEN,N,WIN,Standard,Style Guide,
ESC,,ESC,,,KEY,,WIN,Standard,Style Guide,
etc.; Do not use.,,usw.,,,GEN,,WIN,Standard,,
European subsidiaries,,Europäische Niederlassungen,,,GEN,,WIN,Standard,,
Exit,,Beenden,B,,COM,,WIN,Standard,GuiGuide,
Exit and Return to,,Beenden & Zurück zu,B,,COM,,WIN,Standard,GuiGuide,
expand,,erweitern,,,GEN,V,WIN,Standard,GuiGuide,
expanded memory,,Expansionsspeicher,,,GEN,N,WIN,Standard,Style Guide,
EXT (extended selection),,ERW,,,GEN,,WIN,Standard,Status bar abbreviation,
extend selection,,Markierung erweitern,,,GEN,N,WIN,Standard,GuiGuide,
Extended Industry Standard Architecture,,EISA,,,GEN,,WIN,Standard,Style Guide,
extended memory,,Erweiterungsspeicher,,,GEN,N,WIN,Standard,Style Guide,
extension,,Erweiterung,,,GEN,N,WIN,Standard,Style Guide,
F1 - F12,,F1 - F12,,,GEN,,WIN,Standard,Style Guide,
facsimile,,"Fax, das",,,GEN,N,WIN,Standard,,
FAT( file allocation table file system),,FAT (Dateizuordungstabelle),,,GEN,,WIN,Standard,Style Guide,
fatal error,,fataler Fehler,,,GEN,N,WIN,Standard,,
fax,,"Fax, das",,,GEN,N,WIN,Standard,,
feature,,Merkmal,,,GEN,N,WIN,Standard,,
feature,,Feature,,,GEN,N,WIN,Standard,,
field,,Feld,,,GEN,N,WIN,Standard,Do not use to refer to a box or option in a dialog box.,A location in a record.
file,,Datei,,,GEN,N,WIN,Standard,Style Guide,
File,,Datei,D,,MNU,,WIN,Standard,GuiGuide,
file extension,,Dateinamenerweiterung,,,GEN,N,WIN,Standard,,
file format,,Dateiformat,,,GEN,N,WIN,Standard,,
file handle,,Dateikennung,,,GEN,N,WIN,Standard,Used in MS-DOS,"In MS-DOS and OS/2 a ""token"" that the system uses to refer to an open file."
file handle,,Zugriffsnummer,,,GEN,N,WIN,Standard,Used inWinNT,"In MS-DOS and OS/2 a ""token"" that the system uses to refer to an open file."
File Manager,,Datei-Manager,,,,N,WIN,Standard,GuiGuide,
file mode,,Dateimodus,,,GEN,N,WIN,Standard,,
File Name,,Dateiname,N,,DIA,,WIN,Standard,GuiGuide,
file type,,Dateityp,,,GEN,,WIN,Standard,,
filename,,Dateiname,,,GEN,N,WIN,Standard,Style Guide,
filename extension,,Dateinamenerweiterung,,,GEN,,WIN,Standard,Style Guide,
filter,,"Filter, der",,,GEN,N,WIN,Standard,,
Find,,Suchen,S,,COM,,WIN,Standard,GuiGuide,
Find Next,,Weitersuchen,w,,DIA,,WIN,Standard,GuiGuide,
Find What,,Suchen nach,n,,DIA,,WIN,Standard,,
finder,,Finder,,,GEN,,WIN,Standard,An interface to the Mac operating system.,
floppy disk,,Diskette,,,GEN,,WIN,Standard,,
folder,,Ordner,,,GEN,,WIN,Standard,,
following,,folgend ,,,GEN,,WIN,Standard,Style Guide,
font,,Schriftart,,,GEN,N,WIN,Standard,GuiGuide,A set of characters of the same typeface.
Font Size,,Schriftgrad,,,DIA,N,WIN,Standard,"Used as ""Schriftgrad"" in WinWord, since Word uses the technically correct printer terminology. Use ""Schriftgrad"" for wordprocessor or DTP programs, where correct printer terminology is important.",
font size,,Schriftgröße,,,GEN,N,WIN,Standard,"Use ""Schriftgröße"" for descriptions and where the user is not expected to know correct German printer terminology.",
font style,,Schriftstil,,,GEN,N,WIN,Standard,GuiGuide,
"For media info, see top flap.",,Informationen über den Datenträger finden Sie auf dem Kartonaufkleber.,,,TXT,,WIN,Standard,Standard packaging sentence; approved by sub.,
form letter,,Serienbrief,,,GEN,N,WIN,Standard,,
format,,formatieren,,,GEN,V,WIN,Standard,,
Format,,Format,T,,MNU,,WIN,Standard,,
formula,,Formel,,,GEN,N,WIN,Standard,,
formula bar,,Bearbeitungsleiste,,,GEN,N,WIN,Standard,changed from -zeile to -leiste for Excel 5.,The bar below the tool bar that displays the content of a cell or line. Used mainly in spreadsheets.
fraction,,Bruchzahl,,,GEN,N,WIN,Standard,Style Guide,
fraction,,Bruch,,,GEN,N,WIN,Standard,for mathematical fractions,
frame,,Rahmen,,,GEN,N,WIN,Standard,,
free floating,,frei beweglich,,,GEN,,WIN,Standard,Duden meeting March 17,
freeze,,fixieren,,,GEN,V,WIN,Standard,GuiGuide,
Freeze Panes,,Fenster fixieren,F,,COM,,WIN,Standard,GuiGuide,
From ,,Von,V,,DIA,,WIN,Standard,GuiGuide,
Full Menus,,Ganze Menüs,M,,COM,,WIN,Standard,"toggles with ""Short Menus"" (Kurze Meunüs"")",
fullfillment coupon,,Anforderungscoupon,,,GEN,,WIN,Standard,"Duden-meeting on Sept. 30, 93"
fully formed characters,,Volltypen,,,GEN,N,WIN,Standard,Style Guide
function,,Funktion,,,GEN,N,WIN,Standard,
function key,,Funktionstaste,,,GEN,N,WIN,Standard,
function returns,,Funktionsrückgabe,,,GEN,N,WIN,Standard,Style Guide
gallery,,Muster,,,GEN,N,WIN,Standard,"Re. a set of examples, such as charts in Excel"
gallery,,Katalog,,,GEN,N,WIN,Standard,Used in Word for a collection of fonts
game,,Spiel,,,GEN,N,WIN,Standard,GuiGuide
gateway,,"Gateway, das (s)",,,GEN,N,WIN,Standard,
GB (gigabyte),,"Gigabyte, das (s)",,,GEN,N,WIN,Standard,
genitive ending,,Genitivendung,,,GEN,N,WIN,Standard,Style Guide
Getting Started,,Erste Schritte,,,GEN,,WIN,Standard,For manual titles
Gigabyte,,"Gigabyte, das (s)",,,GEN,N,WIN,Standard,Style Guide
global,,global,,,GEN ,ADJ,WIN,Standard,
glossary,,"Glossar, das (e)",,,GEN,N,WIN,Standard,GuiGuide
Go To,,Gehe zu,G,,COM,,WIN,Standard,GuiGuide
Goto/Gosub button,,"Schaltfläche ""Gehe zu""",,,GEN,,WIN,Standard,GuiGuide,
graph,,"Diagramm, das (e)",,,GEN,N,WIN,Standard,,
graph,,als Diagramm darstellen,,,GEN,V,WIN,Standard,,
graphic,,Grafik,,,GEN,N,WIN,Standard,"contrast to ""image; picture, art, bitmap, clipart"" etc.",
grayed,,abgeblendet,,,GEN,,WIN,Standard,"Use ""unavailbe"" to refer to command in English.",
grid,,"Raster, das ( )",,,GEN,N,WIN,Standard,"Draw, Publisher",A set of lines that crisscross at right angles.
grid,,Gitternetz ,,,GEN,N,WIN,Standard,"Draw, Publisher",
group,,gruppieren,,,GEN,V,WIN,Standard,GuiGuide,
group box,,Gruppenfeld,,,GEN,N,WIN,Standard,,
group icon,,Gruppensymbol,,,GEN,N,WIN,Standard,,
group window,,Gruppenfenster,,,GEN,N,WIN,Standard,,
GUI (graphical user interface),,grafische Benutzeroberfläche (GUI),,,GEN,N,WIN,Standard,,
handle,,Ziehpunkt (zur Größenänderung),,,GEN,N,WIN,Standard,Re. computer graphics: a small square that is used for reshaping or moving a image.,
handle,,Zugriffsnummer,,,GEN,N,WIN,Standard,Re. a pointer in programming; used this way in German WinNT,
handler,,Behandlungsroutine,,,GEN,N,WIN,Standard,,
hang: Avoid,,reagiert nicht mehr,,,GEN,,WIN,Standard,"Use ""stop"" in English texts.",An unexpected halt of a computer system.
hanging indent,,hängender Einzug,,,GEN,N,WIN,Standard,"Used in Word. Used to be called ""negativer Erstzeileneinzug""."
hard copy,,auf Papier,,,GEN,N,WIN,Standard,
hard copy,,Ausdruck,,,GEN,N,WIN,Standard,
hard disk,,Festplatte,,,GEN,N,WIN,Standard,"Don't use ""hard drive"" in English"
hard return,,Absatzmarke,,,GEN,N,WIN,Standard,
hardware,,Hardware,,,GEN,N,WIN,Standard,Style Guide
header,,Kopfzeile,,,GEN,N,WIN,Standard,
heading,,Überschrift,,,GEN,N,WIN,Standard,Style Guide
heap,,"Heap, der",,,GEN,N,WIN,Standard,
help,,Hilfe,,,GEN,N,WIN,Standard,Re. the Help function.
Help,,?,?,,MNU,,WIN,Standard,"Use the question mark; it's become standard, since there is often not enough room on the menu bar."
help window,,Hilfefenster,,,GEN,N,WIN,Standard,GuiGuide
HFS (hierarchical file system),,HFS,,,GEN,,WIN,Standard,
Hide,,Ausblenden,A,,COM,,WIN,Standard,GuiGuide
hide,,ausblenden,,,GEN,V,WIN,Standard,Used in Word and Excel for displaying or hiding the levels in outline view.
hide,,verbergen,,,GEN,V,WIN,Standard,GuiGuide
high-density disk,,"High Density-Diskette, HD",,,GEN,N,WIN,Standard,Style Guide,
highlight,,markieren,,,GEN,V,WIN,Standard,"Changing the appearance of characters or graphics on the screen with the mouse. Same as ""selecting text"".",
highlight,,Markierung,,,GEN,N,WIN,Standard,,
hint,,Hinweis,,,GEN,N,WIN,Standard,For hints in manuals,
HOME,,POS1,,,KEY,,WIN,Standard,Style Guide,
horizontal scroll bar,,horizontale Bildlaufleiste,,,GEN,N,WIN,Standard,GuiGuide,
horizontal split bar,,horizontaler Fensterteiler,,,GEN,N,WIN,Standard,GuiGuide,
host computer,,Host-Computer,,,GEN,N,WIN,Standard,,
hot key,,Abkürzungstaste,,,GEN,N,WIN,Standard,,A one- or two-keystroke command that switches the use to a different program. 
hot link; do not use,,automatische Verknüpfung,,,GEN,N,WIN,Standard,"Should be ""automatic link"" in English. The term Hot Link is trademarked.",
hot spot,,"Hotspot, der (s)",,,GEN,N,WIN,Standard,,
hourglass pointer,,Sanduhr,,,GEN,N,WIN,Standard,GuiGuide,
How to use Help,,Hilfe benutzen,H,,COM,,WIN,Standard,GuiGuide; Win 3.1,
HPFS (high-performance file system),,HPFS,,,GEN,,WIN,Standard,"not usually translated into German. If a German explanation is needed, the word ""Hochgeschwindigkeitsdateisystem"" would be the corresponding term.",
hyphen,,Bindestrich,,,GEN,N,WIN,Standard,Style Guide,
hyphenation,,Silbentrennung,,,GEN,N,WIN,Standard,,
I/O (input/output),,E/A (Eingabe/Ausgabe),,,GEN,,WIN,Standard,
icon,,Symbol,,,GEN,N,WIN,Standard,
IFS (installable file system),,IFS,,,GEN,,WIN,Standard,
image,,Abbild,,,GEN,N,WIN,Standard,"As in ""disk images"". In contrast to ""picture; graphic etc."""
impact printer,,Anschlagdrucker,,,GEN,N,WIN,Standard,Style Guide
Important,,Wichtig,,,GEN,,WIN,Standard,for the title of a note in documentation
In order to,,Zweck,,,GEN,N,WIN,Standard,for table heading
In-Place Activation,,direkte Aktivierung,,,GEN,,WIN,Standard,New OLE terms
In-Place Editing,,direkte Bearbeitung,,,GEN,,WIN,Standard,New OLE terms
inactive window,,inaktives Fenster,,,GEN,N,WIN,Standard,GuiGuide
inch,,Zoll,,,GEN,N,WIN,Standard,Don't use the quotation mark as abbreviation in German.
incompatible,,inkompatibel,,,GEN,,WIN,Standard,
Independent Software Vendor (ISV),,ISV (Unabhängige Software-Anbieter),,,GEN,,WIN,Standard,
index,,"Index, der (izes)",,,GEN,N,WIN,Standard,
indexes,,Indizes,,,GEN,N,WIN,Standard,Style Guide
indexing,,indizieren,,,GEN,V,WIN,Standard,Style Guide
Industry Standard Architecture (ISA),,Industriestandard-Architektur (ISA),,,GEN,,WIN,Standard,Style Guide
inkjet printers,,Tintenstrahldrucker,,,GEN,N,WIN,Standard,Style Guide
input,,Eingabe,,,GEN,N,WIN,Standard,Style Guide
INS,,EINFG,,,KEY,,WIN,Standard,
Insert,,Einfügen,I,,MNU,,WIN,Standard,GuiGuide
Insert File,,Datei einfügen,d,,COM,,WIN,Standard,GuiGuide
Insert Object,,Objekt einfügen,O,,COM,,WIN,Standard,GuiGuide
insertion point,,Einfügemarke,,,GEN,N,WIN,Standard,
Installable file system (IFS),,IFS,,,GEN,,WIN,Standard,Style Guide
installation,,Installation,,,GEN,N,WIN,Standard,
Installation Guide,,Installationshandbuch,,,GEN,,WIN,Standard,As a book/manual title.
Installer,,Aktualisierer,,,GEN,,WIN,Standard,An Apple/Sys7 term.
instance,,Instanz,,,GEN,,WIN,Standard,in object-oriented programming; used in NT
instance,,Vorkommen,,,GEN,,WIN,Standard,
instance (of a running application),,mehrmaliges Ausführen einer Anwendung,,,GEN,,WIN,Standard,used in NT; use for explanations in body text
instance (of a running application),,Mehrfachausführung,,,GEN,,WIN,Standard,
integer,,ganze Zahl,,,GEN,,WIN,Standard,
interactive message,,interaktive Meldung,,,GEN,,WIN,Standard,Style Guide
interface,,Benutzeroberfläche,,,GEN,N,WIN,Standard,the visual representation to the user
interface,,Schnittstelle,,,GEN,N,WIN,Standard,
interface,,"Interface, das",,,GEN,N,WIN,Standard,when referring to hardware devices
interoperability,,Interoperabilität,,,GEN,N,WIN,Standard,
interoperation,,Kooperation,,,GEN,N,WIN,Standard,NT; advanced Server
intervening text,,dazwischenliegender Text,,,GEN,N,WIN,Standard,Style Guide
invalid,,ungültig,,,GEN,,WIN,Standard,as in error messages
invalid,,unzulässig,,,GEN,,WIN,Standard,as in error messages
ISA (Industry Standard Architecture),,ISA,,,GEN,,WIN,Standard,
ISAM (indexed sequential access method),,ISAM (indexsequentielles Dateisystem),,,GEN,,WIN,Standard,
ISDN (Integrated Services Digital Network),,ISDN,,,GEN,,WIN,Standard,
ISO (International Organization for Standardization),,ISO,,,GEN,,WIN,Standard,
ISV (independant software vendor),,"ISV, unabhängiger Software-Anbieter",,,GEN,,WIN,Standard,Style Guide
italic,,kursiv,,,GEN,,WIN,Standard,Style Guide
Italic,,Kursiv,K,,DIA,,WIN,Standard,GuiGuide
italic button,,Symbol für Kursiv,,,GEN,,WIN,Standard,
join,,verbinden,,,GEN,,WIN,Standard,
join,,zusammenfügen,,,GEN,,WIN,Standard,
jump,,Sprung,,,GEN,N,WIN,Standard,re. jump terms in Help
jump term,,Sprung(begriff),,,GEN,N,WIN,Standard,re. jump terms in Help
Justified,,Blocksatz,B,,DIA,N,WIN,Standard,GuiGuide
justified,,im Blocksatz ausgerichtet,,,GEN,,WIN,Standard,
K (kilobyte),,KB (Kilobyte),,,GEN,,WIN,Standard,Use a space between the number and the abbreviation: 640 KB.
key,,Schlüssel,,,GEN,N,WIN,Standard,Style Guide
key,,Taste,,,GEN,N,WIN,Standard,
key combination,,Tastenkombination,,,GEN,N,WIN,Standard,Style Guide
key name,,Tastenname,,,GEN,N,WIN,Standard,Style Guide
key repeat rate,,Tastenwiederholgeschwindigkeit,,,GEN,N,WIN,Standard,Used in PC Word
key sequence,,Tastenfolge,,,GEN,N,WIN,Standard,Style Guide
keyboard,,Tastatur,,,GEN,N,WIN,Standard,Style Guide
keypad,,Zehnertastatur,,,GEN,N,WIN,Standard,"Should be ""numeric keypad"" in English."
keyword,,Stichwort,,,GEN,N,WIN,Standard,
kilobyte,,"Kilobyte, das (s)",,,GEN,N,WIN,Standard,Style Guide
label,,Bezeichnung,,,GEN,N,WIN,Standard,Style Guide
label,,Beschriftung,,,GEN,N,WIN,Standard,GuiGuide
label,,Etikett,,,GEN,N,WIN,Standard,GuiGuide
label,,Marke,,,GEN,N,WIN,Standard,
LAN (local area network),,"LAN, das (s); lokales Netzwerk",,,GEN,N,WIN,Standard,
Landscape,,Querformat,Q,,DIA,N,WIN,Standard,GuiGuide
Language Reference,,Sprachverzeichnis,,,GEN,N,WIN,Standard,As a book/manual title.
laptop,,"Laptop, der",,,GEN,N,WIN,Standard,
laser printer,,Laserdrucker,,,GEN,N,WIN,Standard,Style Guide
later,,höher,,,GEN,,WIN,Standard,Re.  product version numbers
layout,,"Layout, das (s)",,,GEN,N,WIN,Standard,
lazy writing,,verzögertes Schreiben,,,GEN,N,WIN,Standard,Style Guide
LCD (liquid crystal display),,Flüssigkristallanzeige; LCD,,,GEN,,WIN,Standard,
leader,,Füllzeichen,,,GEN,N,WIN,Standard,,"A row of dots, hyphens or other charcters used to lead the eye across a printed page."
leading zero,,führende Null,,,GEN,N,WIN,Standard,,A zero that precedes the most significant (leftmost) digit of a number.
LED (light-emitting diode),,LED,,,GEN,,WIN,Standard,,
left align,,linksbündig ausrichten,,,GEN,V,WIN,Standard,,
LEFT ARROW,,NACH-LINKS-TASTE ,,,KEY,,WIN,Standard,,
left scroll arrow,,Bildlaufpfeil links,,,GEN,,WIN,Standard,GuiGuide,
left window border,,linker Fensterrand,,,GEN,N,WIN,Standard,GuiGuide,
left-aligned,,linksbündig,,,GEN,ADJ,WIN,Standard,GuiGuide,
lens,,Lupe,,,GEN,,WIN,Standard,Duden meeting March 17,A feature in WinPad
less-than sign,,Kleiner-als-Zeichen,,,GEN,N,WIN,Standard,or: das Zeichen <,
less-than-or-equal-to sign,,Kleiner-gleich-Zeichen,,,GEN,N,WIN,Standard,,
letter quality,,Briefqualität,,,GEN,,WIN,Standard,,"A level of print quality on dot-matrix printers that is better than draft quality. Compare to draft quality, near-letter quality and print quality."
LF (linefeed),,Zeilenvorschub,,,GEN,,WIN,Standard,,
limited character space,,begrenzte Zeichenanzahl,,,GEN,N,WIN,Standard,Style Guide,
line,,Zeile,,,GEN,,WIN,Standard,GuiGuide,
line break,,"Zeilenumbruch (""e)",,,GEN,N,WIN,Standard,Style Guide,
linefeed,,Zeilenvorschub,,,GEN,N,WIN,Standard,
link,,verknüpfen,,,GEN,V,WIN,Standard,GuiGuide
link,,Verknüpfung,,,GEN,N,WIN,Standard,
linked object,,verknüpftes Objekt,,,GEN,,WIN,Standard,GuiGuide
linked text and list box,,verknüpftes Textfeld/Listenfeld,,,GEN,,WIN,Standard,GuiGuide
linked text box,,verknüpftes Textfeld,,,GEN,N,WIN,Standard,
list,,Liste,,,GEN,N,WIN,Standard,Style Guide
list box,,Listenfeld,,,GEN,N,WIN,Standard,
List Files of Type,,Dateityp,D,,DIA,,WIN,Standard,
Ln (Line),,Ze,,,GEN,,WIN,Standard,Status bar abbreviation
local area network,,LAN; lokales Netzwerk,,,GEN,,WIN,Standard,Style Guide
local area network,,LAN; Lokales Netzwerk,,,GEN,,WIN,Standard,Style Guide
locking,,sperren,,,GEN,V,WIN,Standard,Style Guide
log,,Protokoll,,,GEN,N,WIN,Standard,
log,,aufzeichnen,,,GEN,V,WIN,Standard,
log,,protokollieren,,,GEN,V,WIN,Standard,
log off,,abmelden (von),,,GEN,,WIN,Standard,Duden meeting Oct. 28,
log off from the network,,vom Netzwerk abmelden,,,GEN,V,WIN,Standard,Style Guide,
log on,,anmelden (bei),,,GEN,,WIN,Standard,Duden meeting Oct. 28,
log on to the network,,am Netzwerk anmelden,,,GEN,V,WIN,Standard,Style Guide,
logon domain,,Anmeldedomäne,,,GEN,N,WIN,Standard,Style Guide,
low memory,,unterer Speicher(bereich),,,GEN,,WIN,Standard,"re. DOS; opposite of high memory area; use ""Bereich"" for clarification, if needed",
low-density disk,,Low density-Diskette (LD),,,GEN,,WIN,Standard,,
lowercase,,kleingeschrieben,,,GEN,,WIN,Standard,,
LPT,,LPT,,,GEN,,WIN,Standard,,Logical device name for  line printer
Macro,,Makro,M,,COM,,WIN,Standard,GuiGuide,
macro,,"Makro, das (s)",,,GEN,N,WIN,Standard,,A set of keystrokes and instructions recorded and saved under a short key code.
mail,,Post,,,GEN,,WIN,Standard,,
mail merge,,Serienbrieferstellung,,,GEN,,WIN,Standard,,
mail merge,,Serienbrief,,,COM,,WIN,Standard,,
main application,,Hauptanwendung,,,GEN,N,WIN,Standard,GuiGuide,
main document,,Hauptdokument,,,GEN,N,WIN,Standard,GuiGuide,
main memory,,Hauptspeicher,,,GEN,N,WIN,Standard,,
maintenance setup,,Wartungsinstallation,,,GEN,,WIN,Standard,Duden meeting Oct. 28,
manual link,,manuelle Verknüpfung,,,GEN,N,WIN,Standard,GuiGuide,
map,,abbilden,,,GEN,V,WIN,Standard,,To translate one value into another.
map,,"Map, das",,,GEN,V,WIN,Standard,"Siehe auch ""das Bitmap""",
MASM (Microsoft Macro Assembler),,MASM,,,GEN,,WIN,Standard,,
Match Case,,Groß-/Kleinschreibung beachten,G,,DIA,,WIN,Standard,GuiGuide,
Match Whole Word Only,,Nur ganzes Wort suchen,A,,DIA,,WIN,Standard,,
matrix,,"Matrix, die",,,GEN,,WIN,Standard,,In math. an arrangement of rows and columns used for organizing related items.
Maximize,,Maximieren,,,COM,,WIN,Standard,Command in Windows control menu,
maximize,,maximieren,,,GEN,V,WIN,Standard,,
maximize arrow,,Maximieren-Pfeil,,,GEN,N,WIN,Standard,Style Guide,
maximize button,,Maximieren-Schaltfläche,,,GEN,N,WIN,Standard,Used this way in the Style Guide. Use this syntax for callouts or when you need to keep it short.,
maximize button,,"Schaltfläche ""Maximieren""",,,GEN,N,WIN,Standard,The preferred syntax for body text. Used this way in the GuiGuide.,
MB (megabyte),,"Megabyte, MB",,,GEN,N,WIN,Standard,Use a space between the number and MB: 20 MB.,
MCA (Micro Channel Architecture),,MCA (Micro Channel Architecture),,,GEN,,WIN,Standard,,
MCA (Micro Channel Architecture),,MCA,,,GEN,,WIN,Standard,
measurement,,Maßeinheit,,,GEN,N,WIN,Standard,Style Guide
measurement,,Maß,,,GEN,N,WIN,Standard,Style Guide
media,,Medien,,,GEN,N,WIN,Standard,"""media"" is the plural of ""medium""."
Media Player,,Medien-Wiedergabe,,,GEN,,WIN,Standard,Used in Windows
megabyte,,"Megabyte, das (s)",,,GEN,N,WIN,Standard,
memory,,Speicher,,,GEN,N,WIN,Standard,Style Guide
menu,,Menü,,,GEN,N,WIN,Standard,
menu bar,,Menüleiste,,,GEN,N,WIN,Standard,
menu command,,Menübefehl,,,GEN,N,WIN,Standard,GuiGuide
